vectorLength,actualNumComparisons,expectedNumComparisons,timeElapsed
5001,61822,61822,0.002026
5002,61836,61836,0.000997
5003,61850,61850,0.001998
5004,61864,61864,0.000994
5005,61878,61878,0.001963
5006,61892,61892,0.000997
5007,61906,61906,0.001995
5008,61920,61920,0.00103
5009,61934,61934,0.001962
5010,61948,61948,0.001029
5011,61962,61962,0.000998
5012,61976,61976,0.001357
5013,61990,61990,0.000997
5014,62004,62004,0.000997
5015,62018,62018,0.000991
5016,62032,62032,0.001029
5017,62046,62046,0.000997
5018,62060,62060,0.000997
5019,62074,62074,0.000999
5020,62088,62088,0.000995
5021,62102,62102,0.000997
5022,62116,62116,0.001995
5023,62130,62130,0.000997
5024,62144,62144,0.002029
5025,62158,62158,0.000995
5026,62172,62172,0.001995
5027,62186,62186,0.001
5028,62200,62200,0.001959
5029,62214,62214,0.000998
5030,62228,62228,0.001994
5031,62242,62242,0.000998
5032,62256,62256,0.002031
5033,62270,62270,0.000993
5034,62284,62284,0.000997
5035,62298,62298,0.001
5036,62312,62312,0.00096
5037,62326,62326,0.000438
5038,62340,62340,0.000997
5039,62354,62354,0.001002
5040,62368,62368,0.000998
5041,62382,62382,0.001029
5042,62396,62396,0.000997
5043,62410,62410,0.002002
5044,62424,62424,0.000957
5045,62438,62438,0.001995
5046,62452,62452,0.000998
5047,62466,62466,0.002031
5048,62480,62480,0.000993
5049,62494,62494,0.001995
5050,62508,62508,0.000997
5051,62522,62522,0.000995
5052,62536,62536,0.000964
5053,62550,62550,0.000998
5054,62564,62564,0.000996
5055,62578,62578,0.001046
5056,62592,62592,0.001978
5057,62606,62606,0.000997
5058,62620,62620,0.002024
5059,62634,62634,0.000968
5060,62648,62648,0.001962
5061,62662,62662,0.000998
5062,62676,62676,0.000998
5063,62690,62690,0.001029
5064,62704,62704,0.001032
5065,62718,62718,0.000995
5066,62732,62732,0.000999
5067,62746,62746,0.00196
5068,62760,62760,0.000998
5069,62774,62774,0.001995
5070,62788,62788,0.000997
5071,62802,62802,0.002029
5072,62816,62816,0.000995
5073,62830,62830,0.001995
5074,62844,62844,0.000997
5075,62858,62858,0.000995
5076,62872,62872,0.000998
5077,62886,62886,0.000997
5078,62900,62900,0.00103
5079,62914,62914,0.000998
5080,62928,62928,0.001
5081,62942,62942,0.000994
5082,62956,62956,0.001962
5083,62970,62970,0.000997
5084,62984,62984,0.001995
5085,62998,62998,0.000997
5086,63012,63012,0.002031
5087,63026,63026,0.000997
5088,63040,63040,0.000998
5089,63054,63054,0.000996
5090,63068,63068,0.000967
5091,63082,63082,0.000996
5092,63096,63096,0.000997
5093,63110,63110,0.001995
5094,63124,63124,0.000997
5095,63138,63138,0.002034
5096,63152,63152,0.000991
5097,63166,63166,0.001996
5098,63180,63180,0.000963
5099,63194,63194,0.000998
5100,63208,63208,0.000997
5101,63222,63222,0.00103
5102,63236,63236,0.000997
5103,63250,63250,0.000979
5104,63264,63264,0.001993
5105,63278,63278,0.000998
5106,63292,63292,0.001961
5107,63306,63306,0.000998
5108,63320,63320,0.001994
5109,63334,63334,0.00103
5110,63348,63348,0.001995
5111,63362,63362,0.001003
5112,63376,63376,0.001988
5113,63390,63390,0.001
5114,63404,63404,0.000998
5115,63418,63418,0.000997
5116,63432,63432,0.000997
5117,63446,63446,0.00103
5118,63460,63460,0.001
5119,63474,63474,0.000995
5120,63488,63488,0.001001
5121,63502,63502,0.000993
5122,63516,63516,0.000998
5123,63530,63530,0.001994
5124,63544,63544,0.000997
5125,63558,63558,0.002027
5126,63572,63572,0.000998
5127,63586,63586,0.001994
5128,63600,63600,0.000998
5129,63614,63614,0.001963
5130,63628,63628,0.000997
5131,63642,63642,0.000997
5132,63656,63656,0.000997
5133,63670,63670,0.000997
5134,63684,63684,0.001
5135,63698,63698,0.000997
5136,63712,63712,0.001962
5137,63726,63726,0.000997
5138,63740,63740,0.001996
5139,63754,63754,0.000997
5140,63768,63768,0.002027
5141,63782,63782,0.001003
5142,63796,63796,0.001992
5143,63810,63810,0.000994
5144,63824,63824,0.000966
5145,63838,63838,0.000997
5146,63852,63852,0.000997
5147,63866,63866,0.000997
5148,63880,63880,0.00103
5149,63894,63894,0.000998
5150,63908,63908,0.000995
5151,63922,63922,0.001993
5152,63936,63936,0.000965
5153,63950,63950,0.001996
5154,63964,63964,0.000997
5155,63978,63978,0.000998
5156,63992,63992,0.001029
5157,64006,64006,0.000993
5158,64020,64020,0.001002
5159,64034,64034,0.000998
5160,64048,64048,0.00196
5161,64062,64062,0.000999
5162,64076,64076,0.001994
5163,64090,64090,0.001033
5164,64104,64104,0.001992
5165,64118,64118,0.000999
5166,64132,64132,0.001993
5167,64146,64146,0.000996
5168,64160,64160,0.000998
5169,64174,64174,0.001995
5170,64188,64188,0.000997
5171,64202,64202,0.002028
5172,64216,64216,0.000996
5173,64230,64230,0.001998
5174,64244,64244,0.000994
5175,64258,64258,0.001962
5176,64272,64272,0.000883
5177,64286,64286,0.000959
5178,64300,64300,0.000997
5179,64314,64314,0.000992
5180,64328,64328,0.000997
5181,64342,64342,0.000995
5182,64356,64356,0.001994
5183,64370,64370,0.000998
5184,64384,64384,0.001962
5185,64398,64398,0.000998
5186,64412,64412,0.000997
5187,64426,64426,0.00103
5188,64440,64440,0.000998
5189,64454,64454,0.001
5190,64468,64468,0.000998
5191,64482,64482,0.001962
5192,64496,64496,0.000998
5193,64510,64510,0.001994
5194,64524,64524,0.000997
5195,64538,64538,0.002028
5196,64552,64552,0.000999
5197,64566,64566,0.001994
5198,64580,64580,0.000995
5199,64594,64594,0.000997
5200,64608,64608,0.000998
5201,64622,64622,0.000997
5202,64636,64636,0.001995
5203,64650,64650,0.001029
5204,64664,64664,0.001995
5205,64678,64678,0.000997
5206,64692,64692,0.001963
5207,64706,64706,0.000997
5208,64720,64720,0.000998
5209,64734,64734,0.001029
5210,64748,64748,0.000997
5211,64762,64762,0.000997
5212,64776,64776,0.000996
5213,64790,64790,0.001961
5214,64804,64804,0.001036
5215,64818,64818,0.001962
5216,64832,64832,0.000992
5217,64846,64846,0.000994
5218,64860,64860,0.000998
5219,64874,64874,0.000998
5220,64888,64888,0.001962
5221,64902,64902,0.000998
5222,64916,64916,0.001994
5223,64930,64930,0.000997
5224,64944,64944,0.00103
5225,64958,64958,0.000996
5226,64972,64972,0.000997
5227,64986,64986,0.001001
5228,65000,65000,0.000965
5229,65014,65014,0.002
5230,65028,65028,0.000992
5231,65042,65042,0.00103
5232,65056,65056,0.001
5233,65070,65070,0.000999
5234,65084,65084,0.001993
5235,65098,65098,0.000997
5236,65112,65112,0.002
5237,65126,65126,0.000994
5238,65140,65140,0.000997
5239,65154,65154,0.000997
5240,65168,65168,0.001001
5241,65182,65182,0.000994
5242,65196,65196,0.001001
5243,65210,65210,0.001959
5244,65224,65224,0.000998
5245,65238,65238,0.000997
5246,65252,65252,0.000998
5247,65266,65266,0.001
5248,65280,65280,0.001992
5249,65294,65294,0.000997
5250,65308,65308,0.001963
5251,65322,65322,0.000997
5252,65336,65336,0.000997
5253,65350,65350,0.000997
5254,65364,65364,0.001057
5255,65378,65378,0.001966
5256,65392,65392,0.000999
5257,65406,65406,0.001996
5258,65420,65420,0.000962
5259,65434,65434,0.000997
5260,65448,65448,0.000998
5261,65462,65462,0.00103
5262,65476,65476,0.001997
5263,65490,65490,0.000995
5264,65504,65504,0.001994
5265,65518,65518,0.000998
5266,65532,65532,0.000998
5267,65546,65546,0.001995
5268,65560,65560,0.000997
5269,65574,65574,0.002027
5270,65588,65588,0.000997
5271,65602,65602,0.000995
5272,65616,65616,0.000997
5273,65630,65630,0.000962
5274,65644,65644,0.001996
5275,65658,65658,0.000997
5276,65672,65672,0.00103
5277,65686,65686,0.000997
5278,65700,65700,0.000995
5279,65714,65714,0.001994
5280,65728,65728,0.000997
5281,65742,65742,0.001964
5282,65756,65756,0.001029
5283,65770,65770,0.000995
5284,65784,65784,0.000996
5285,65798,65798,0.000991
5286,65812,65812,0.001995
5287,65826,65826,0.000997
5288,65840,65840,0.001963
5289,65854,65854,0.000997
5290,65868,65868,0.001055
5291,65882,65882,0.001969
5292,65896,65896,0.000997
5293,65910,65910,0.001995
5294,65924,65924,0.000997
5295,65938,65938,0.000993
5296,65952,65952,0.001962
5297,65966,65966,0.000997
5298,65980,65980,0.002001
5299,65994,65994,0.001989
5300,66008,66008,0.000998
5301,66022,66022,0.000994
5302,66036,66036,0.000998
5303,66050,66050,0.000962
5304,66064,66064,0.001996
5305,66078,66078,0.000997
5306,66092,66092,0.00103
5307,66106,66106,0.000997
5308,66120,66120,0.000997
5309,66134,66134,0.001998
5310,66148,66148,0.000993
5311,66162,66162,0.000997
5312,66176,66176,0.000998
5313,66190,66190,0.000997
5314,66204,66204,0.002027
5315,66218,66218,0.000998
5316,66232,66232,0.001997
5317,66246,66246,0.000995
5318,66260,66260,0.000962
5319,66274,66274,0.001996
5320,66288,66288,0.000997
5321,66302,66302,0.000998
5322,66316,66316,0.001029
5323,66330,66330,0.000993
5324,66344,66344,0.001994
5325,66358,66358,0.000998
5326,66372,66372,0.000997
5327,66386,66386,0.00103
5328,66400,66400,0.000995
5329,66414,66414,0.001995
5330,66428,66428,0.000997
5331,66442,66442,0.001
5332,66456,66456,0.001992
5333,66470,66470,0.000963
5334,66484,66484,0.001995
5335,66498,66498,0.000997
5336,66512,66512,0.001031
5337,66526,66526,0.001996
5338,66540,66540,0.000995
5339,66554,66554,0.000997
5340,66568,66568,0.001962
5341,66582,66582,0.001061
5342,66596,66596,0.000997
5343,66610,66610,0.000997
5344,66624,66624,0.001003
5345,66638,66638,0.001997
5346,66652,66652,0.000995
5347,66666,66666,0.001997
5348,66680,66680,0.000995
5349,66694,66694,0.000997
5350,66708,66708,0.001995
5351,66722,66722,0.000997
5352,66736,66736,0.002032
5353,66750,66750,0.000993
5354,66764,66764,0.001003
5355,66778,66778,0.001989
5356,66792,66792,0.000965
5357,66806,66806,0.001995
5358,66820,66820,0.000997
5359,66834,66834,0.001025
5360,66848,66848,0.001995
5361,66862,66862,0.001005
5362,66876,66876,0.001
5363,66890,66890,0.00196
5364,66904,66904,0.00103
5365,66918,66918,0.001997
5366,66932,66932,0.000994
5367,66946,66946,0.001
5368,66960,66960,0.001992
5369,66974,66974,0.000997
5370,66988,66988,0.001962
5371,67002,67002,0.000998
5372,67016,67016,0.000997
5373,67030,67030,0.001995
5374,67044,67044,0.001029
5375,67058,67058,0.001997
5376,67072,67072,0.000997
5377,67086,67086,0.000999
5378,67100,67100,0.00196
5379,67114,67114,0.000998
5380,67128,67128,0.000997
5381,67142,67142,0.000998
5382,67156,67156,0.000999
5383,67170,67170,0.001995
5384,67184,67184,0.000995
5385,67198,67198,0.000964
5386,67212,67212,0.002001
5387,67226,67226,0.000992
5388,67240,67240,0.000997
5389,67254,67254,0.00103
5390,67268,67268,0.001001
5391,67282,67282,0.00199
5392,67296,67296,0.001002
5393,67310,67310,0.000998
5394,67324,67324,0.001995
5395,67338,67338,0.000998
5396,67352,67352,0.000988
5397,67366,67366,0.001997
5398,67380,67380,0.000997
5399,67394,67394,0.001993
5400,67408,67408,0.000966
5401,67422,67422,0.00103
5402,67436,67436,0.001994
5403,67450,67450,0.000998
5404,67464,67464,0.000992
5405,67478,67478,0.001995
5406,67492,67492,0.000997
5407,67506,67506,0.000963
5408,67520,67520,0.001995
5409,67534,67534,0.000997
5410,67548,67548,0.000996
5411,67562,67562,0.00203
5412,67576,67576,0.000994
5413,67590,67590,0.001995
5414,67604,67604,0.001964
5415,67618,67618,0.000996
5416,67632,67632,0.001995
5417,67646,67646,0.000997
5418,67660,67660,0.000998
5419,67674,67674,0.001997
5420,67688,67688,0.000995
5421,67702,67702,0.001
5422,67716,67716,0.00196
5423,67730,67730,0.001995
5424,67744,67744,0.000997
5425,67758,67758,0.001996
5426,67772,67772,0.002026
5427,67786,67786,0.000997
5428,67800,67800,0.001995
5429,67814,67814,0.001962
5430,67828,67828,0.000998
5431,67842,67842,0.001994
5432,67856,67856,0.000998
5433,67870,67870,0.000998
5434,67884,67884,0.001994
5435,67898,67898,0.000997
5436,67912,67912,0.000962
5437,67926,67926,0.001996
5438,67940,67940,0.000997
5439,67954,67954,0.00103
5440,67968,67968,0.000997
5441,67982,67982,0.000995
5442,67996,67996,0.001994
5443,68010,68010,0.000998
5444,68024,68024,0.000998
5445,68038,68038,0.001995
5446,68052,68052,0.000997
5447,68066,68066,0.000998
5448,68080,68080,0.000993
5449,68094,68094,0.000997
5450,68108,68108,0.001995
5451,68122,68122,0.001959
5452,68136,68136,0.000998
5453,68150,68150,0.001994
5454,68164,68164,0.000998
5455,68178,68178,0.000999
5456,68192,68192,0.001993
5457,68206,68206,0.000997
5458,68220,68220,0.000965
5459,68234,68234,0.001996
5460,68248,68248,0.000997
5461,68262,68262,0.000995
5462,68276,68276,0.002027
5463,68290,68290,0.001001
5464,68304,68304,0.001991
5465,68318,68318,0.001961
5466,68332,68332,0.000998
5467,68346,68346,0.001995
5468,68360,68360,0.000997
5469,68374,68374,0.001029
5470,68388,68388,0.001995
5471,68402,68402,0.000997
5472,68416,68416,0.000998
5473,68430,68430,0.001962
5474,68444,68444,0.000998
5475,68458,68458,0.000962
5476,68472,68472,0.001995
5477,68486,68486,0.000997
5478,68500,68500,0.000997
5479,68514,68514,0.001998
5480,68528,68528,0.000961
5481,68542,68542,0.000992
5482,68556,68556,0.001994
5483,68570,68570,0.00103
5484,68584,68584,0.001002
5485,68598,68598,0.001996
5486,68612,68612,0.001494
5487,68626,68626,0.00146
5488,68640,68640,0.002027
5489,68654,68654,0.001005
5490,68668,68668,0.000993
5491,68682,68682,0.001998
5492,68696,68696,0.000993
5493,68710,68710,0.000998
5494,68724,68724,0.001318
5495,68738,68738,0.000997
5496,68752,68752,0.000998
5497,68766,68766,0.002031
5498,68780,68780,0.000646
5499,68794,68794,0.000999
5500,68808,68808,0.00199
5501,68822,68822,0.000967
5502,68836,68836,0.000997
5503,68850,68850,0.001995
5504,68864,68864,0.000997
5505,68878,68878,0.002032
5506,68892,68892,0.00199
5507,68906,68906,0.000997
5508,68920,68920,0.000998
5509,68934,68934,0.001994
5510,68948,68948,0.000845
5511,68962,68962,0.001355
5512,68976,68976,0.001672
5513,68990,68990,0.000999
5514,69004,69004,0.000991
5515,69018,69018,0.001962
5516,69032,69032,0.000998
5517,69046,69046,0.000998
5518,69060,69060,0.001994
5519,69074,69074,0.00103
5520,69088,69088,0.000993
5521,69102,69102,0.002
5522,69116,69116,0.000959
5523,69130,69130,0.00103
5524,69144,69144,0.001994
5525,69158,69158,0.000998
5526,69172,69172,0.000998
5527,69186,69186,0.001997
5528,69200,69200,0.000995
5529,69214,69214,0.000964
5530,69228,69228,0.002
5531,69242,69242,0.000992
5532,69256,69256,0.000997
5533,69270,69270,0.002027
5534,69284,69284,0.000997
5535,69298,69298,0.001995
5536,69312,69312,0.001962
5537,69326,69326,0.000998
5538,69340,69340,0.000997
5539,69354,69354,0.002028
5540,69368,69368,0.000996
5541,69382,69382,0.000997
5542,69396,69396,0.001995
5543,69410,69410,0.000658
5544,69424,69424,0.001036
5545,69438,69438,0.001956
5546,69452,69452,0.002003
5547,69466,69466,0.001024
5548,69480,69480,0.001002
5549,69494,69494,0.001993
5550,69508,69508,0.000961
5551,69522,69522,0.001031
5552,69536,69536,0.001993
5553,69550,69550,0.000997
5554,69564,69564,0.000997
5555,69578,69578,0.001995
5556,69592,69592,0.001963
5557,69606,69606,0.000996
5558,69620,69620,0.000998
5559,69634,69634,0.001994
5560,69648,69648,0.001031
5561,69662,69662,0.000995
5562,69676,69676,0.001995
5563,69690,69690,0.000997
5564,69704,69704,0.000998
5565,69718,69718,0.001995
5566,69732,69732,0.002028
5567,69746,69746,0.000995
5568,69760,69760,0.001998
5569,69774,69774,0.001992
5570,69788,69788,0.001
5571,69802,69802,0.000996
5572,69816,69816,0.001996
5573,69830,69830,0.000997
5574,69844,69844,0.000997
5575,69858,69858,0.001994
5576,69872,69872,0.001995
5577,69886,69886,0.000998
5578,69900,69900,0.000998
5579,69914,69914,0.001995
5580,69928,69928,0.000997
5581,69942,69942,0.00103
5582,69956,69956,0.001997
5583,69970,69970,0.000995
5584,69984,69984,0.001
5585,69998,69998,0.000997
5586,70012,70012,0.001996
5587,70026,70026,0.000997
5588,70040,70040,0.001029
5589,70054,70054,0.001996
5590,70068,70068,0.000996
5591,70082,70082,0.000998
5592,70096,70096,0.000998
5593,70110,70110,0.001995
5594,70124,70124,0.000997
5595,70138,70138,0.001002
5596,70152,70152,0.001997
5597,70166,70166,0.000991
5598,70180,70180,0.000965
5599,70194,70194,0.001022
5600,70208,70208,0.001941
5601,70222,70222,0.000994
5602,70236,70236,0.000998
5603,70250,70250,0.002028
5604,70264,70264,0.001998
5605,70278,70278,0.000992
5606,70292,70292,0.000989
5607,70306,70306,0.001962
5608,70320,70320,0.000998
5609,70334,70334,0.000998
5610,70348,70348,0.002026
5611,70362,70362,0.001997
5612,70376,70376,0.000998
5613,70390,70390,0.000997
5614,70404,70404,0.00196
5615,70418,70418,0.001996
5616,70432,70432,0.000997
5617,70446,70446,0.000992
5618,70460,70460,0.002027
5619,70474,70474,0.000999
5620,70488,70488,0.000997
5621,70502,70502,0.001961
5622,70516,70516,0.001994
5623,70530,70530,0.000998
5624,70544,70544,0.001001
5625,70558,70558,0.001991
5626,70572,70572,0.001
5627,70586,70586,0.000997
5628,70600,70600,0.000997
5629,70614,70614,0.001995
5630,70628,70628,0.001003
5631,70642,70642,0.000997
5632,70656,70656,0.002027
5633,70670,70670,0.001995
5634,70684,70684,0.000997
5635,70698,70698,0.000998
5636,70712,70712,0.001994
5637,70726,70726,0.002034
5638,70740,70740,0.000993
5639,70754,70754,0.000997
5640,70768,70768,0.001995
5641,70782,70782,0.000998
5642,70796,70796,0.000997
5643,70810,70810,0.001994
5644,70824,70824,0.002029
5645,70838,70838,0.000996
5646,70852,70852,0.000997
5647,70866,70866,0.002004
5648,70880,70880,0.001953
5649,70894,70894,0.000998
5650,70908,70908,0.000997
5651,70922,70922,0.001995
5652,70936,70936,0.001032
5653,70950,70950,0.000997
5654,70964,70964,0.000992
5655,70978,70978,0.001963
5656,70992,70992,0.000997
5657,71006,71006,0.000998
5658,71020,71020,0.002029
5659,71034,71034,0.001992
5660,71048,71048,0.000997
5661,71062,71062,0.001033
5662,71076,71076,0.001927
5663,71090,71090,0.001995
5664,71104,71104,0.000997
5665,71118,71118,0.001033
5666,71132,71132,0.001994
5667,71146,71146,0.000999
5668,71160,71160,0.000997
5669,71174,71174,0.000997
5670,71188,71188,0.001995
5671,71202,71202,0.002027
5672,71216,71216,0.000999
5673,71230,71230,0.000998
5674,71244,71244,0.001994
5675,71258,71258,0.001962
5676,71272,71272,0.000998
5677,71286,71286,0.000997
5678,71300,71300,0.002027
5679,71314,71314,0.000997
5680,71328,71328,0.000995
5681,71342,71342,0.001999
5682,71356,71356,0.001957
5683,71370,71370,0.000998
5684,71384,71384,0.000997
5685,71398,71398,0.002027
5686,71412,71412,0.000999
5687,71426,71426,0.000997
5688,71440,71440,0.001995
5689,71454,71454,0.001962
5690,71468,71468,0.000997
5691,71482,71482,0.000997
5692,71496,71496,0.002027
5693,71510,71510,0.001994
5694,71524,71524,0.000998
5695,71538,71538,0.001
5696,71552,71552,0.001959
5697,71566,71566,0.001996
5698,71580,71580,0.000997
5699,71594,71594,0.001029
5700,71608,71608,0.001994
5701,71622,71622,0.000998
5702,71636,71636,0.000997
5703,71650,71650,0.001962
5704,71664,71664,0.001996
5705,71678,71678,0.000997
5706,71692,71692,0.000997
5707,71706,71706,0.001995
5708,71720,71720,0.001995
5709,71734,71734,0.001007
5710,71748,71748,0.000997
5711,71762,71762,0.002
5712,71776,71776,0.000992
5713,71790,71790,0.000999
5714,71804,71804,0.001994
5715,71818,71818,0.001994
5716,71832,71832,0.000965
5717,71846,71846,0.000998
5718,71860,71860,0.001995
5719,71874,71874,0.002027
5720,71888,71888,0.001001
5721,71902,71902,0.000997
5722,71916,71916,0.001995
5723,71930,71930,0.001962
5724,71944,71944,0.000998
5725,71958,71958,0.000998
5726,71972,71972,0.002026
5727,71986,71986,0.001004
5728,72000,72000,0.000994
5729,72014,72014,0.002
5730,72028,72028,0.001958
5731,72042,72042,0.000997
5732,72056,72056,0.000998
5733,72070,72070,0.002027
5734,72084,72084,0.001994
5735,72098,72098,0.001001
5736,72112,72112,0.000965
5737,72126,72126,0.001995
5738,72140,72140,0.001994
5739,72154,72154,0.00103
5740,72168,72168,0.000995
5741,72182,72182,0.001996
5742,72196,72196,0.000995
5743,72210,72210,0.000965
5744,72224,72224,0.000998
5745,72238,72238,0.001994
5746,72252,72252,0.002027
5747,72266,72266,0.000997
5748,72280,72280,0.000988
5749,72294,72294,0.001995
5750,72308,72308,0.001962
5751,72322,72322,0.000998
5752,72336,72336,0.000997
5753,72350,72350,0.002027
5754,72364,72364,0.002001
5755,72378,72378,0.000993
5756,72392,72392,0.000998
5757,72406,72406,0.001962
5758,72420,72420,0.001995
5759,72434,72434,0.000997
5760,72448,72448,0.001029
5761,72462,72462,0.001999
5762,72476,72476,0.000993
5763,72490,72490,0.000998
5764,72504,72504,0.000996
5765,72518,72518,0.001995
5766,72532,72532,0.000997
5767,72546,72546,0.000998
5768,72560,72560,0.001988
5769,72574,72574,0.001994
5770,72588,72588,0.000999
5771,72602,72602,0.000996
5772,72616,72616,0.000997
5773,72630,72630,0.002029
5774,72644,72644,0.000995
5775,72658,72658,0.000998
5776,72672,72672,0.001994
5777,72686,72686,0.001964
5778,72700,72700,0.001994
5779,72714,72714,0.000997
5780,72728,72728,0.00103
5781,72742,72742,0.001994
5782,72756,72756,0.000998
5783,72770,72770,0.000996
5784,72784,72784,0.00096
5785,72798,72798,0.001995
5786,72812,72812,0.001994
5787,72826,72826,0.002027
5788,72840,72840,0.000998
5789,72854,72854,0.001034
5790,72868,72868,0.00199
5791,72882,72882,0.001962
5792,72896,72896,0.000998
5793,72910,72910,0.000997
5794,72924,72924,0.002027
5795,72938,72938,0.001995
5796,72952,72952,0.000999
5797,72966,72966,0.000998
5798,72980,72980,0.001963
5799,72994,72994,0.001994
5800,73008,73008,0.000997
5801,73022,73022,0.000995
5802,73036,73036,0.001008
5803,73050,73050,0.001988
5804,73064,73064,0.001958
5805,73078,73078,0.000998
5806,73092,73092,0.000997
5807,73106,73106,0.002027
5808,73120,73120,0.001995
5809,73134,73134,0.000997
5810,73148,73148,0.000994
5811,73162,73162,0.001962
5812,73176,73176,0.001996
5813,73190,73190,0.000997
5814,73204,73204,0.001005
5815,73218,73218,0.000997
5816,73232,73232,0.001996
5817,73246,73246,0.001962
5818,73260,73260,0.000996
5819,73274,73274,0.000998
5820,73288,73288,0.002031
5821,73302,73302,0.001997
5822,73316,73316,0.000991
5823,73330,73330,0.001
5824,73344,73344,0.001963
5825,73358,73358,0.001991
5826,73372,73372,0.001995
5827,73386,73386,0.000998
5828,73400,73400,0.000995
5829,73414,73414,0.002
5830,73428,73428,0.001994
5831,73442,73442,0.00096
5832,73456,73456,0.000997
5833,73470,73470,0.001995
5834,73484,73484,0.002029
5835,73498,73498,0.001
5836,73512,73512,0.000998
5837,73526,73526,0.001962
5838,73540,73540,0.001995
5839,73554,73554,0.001995
5840,73568,73568,0.000997
5841,73582,73582,0.001002
5842,73596,73596,0.001989
5843,73610,73610,0.002065
5844,73624,73624,0.000895
5845,73638,73638,0.000998
5846,73652,73652,0.001994
5847,73666,73666,0.001994
5848,73680,73680,0.000998
5849,73694,73694,0.000996
5850,73708,73708,0.001962
5851,73722,73722,0.001995
5852,73736,73736,0.001995
5853,73750,73750,0.000997
5854,73764,73764,0.000996
5855,73778,73778,0.001995
5856,73792,73792,0.001995
5857,73806,73806,0.001962
5858,73820,73820,0.000998
5859,73834,73834,0.000997
5860,73848,73848,0.002027
5861,73862,73862,0.001659
5862,73876,73876,0.001004
5863,73890,73890,0.000998
5864,73904,73904,0.001959
5865,73918,73918,0.001995
5866,73932,73932,0.000997
5867,73946,73946,0.000994
5868,73960,73960,0.001
5869,73974,73974,0.001991
5870,73988,73988,0.001963
5871,74002,74002,0.000998
5872,74016,74016,0.000992
5873,74030,74030,0.000995
5874,74044,74044,0.001999
5875,74058,74058,0.00199
5876,74072,74072,0.000998
5877,74086,74086,0.000958
5878,74100,74100,0.001995
5879,74114,74114,0.001994
5880,74128,74128,0.001036
5881,74142,74142,0.000999
5882,74156,74156,0.001993
5883,74170,74170,0.001995
5884,74184,74184,0.001963
5885,74198,74198,0.000997
5886,74212,74212,0.000997
5887,74226,74226,0.002027
5888,74240,74240,0.001996
5889,74254,74254,0.001004
5890,74268,74268,0.000966
5891,74282,74282,0.000997
5892,74296,74296,0.001995
5893,74310,74310,0.00203
5894,74324,74324,0.000995
5895,74338,74338,0.000997
5896,74352,74352,0.000997
5897,74366,74366,0.001962
5898,74380,74380,0.001996
5899,74394,74394,0.000997
5900,74408,74408,0.000995
5901,74422,74422,0.000997
5902,74436,74436,0.001995
5903,74450,74450,0.001962
5904,74464,74464,0.000998
5905,74478,74478,0.000998
5906,74492,74492,0.00103
5907,74506,74506,0.001994
5908,74520,74520,0.001997
5909,74534,74534,0.000995
5910,74548,74548,0.000963
5911,74562,74562,0.000997
5912,74576,74576,0.001995
5913,74590,74590,0.002027
5914,74604,74604,0.000998
5915,74618,74618,0.000998
5916,74632,74632,0.001995
5917,74646,74646,0.001962
5918,74660,74660,0.001995
5919,74674,74674,0.001054
5920,74688,74688,0.000998
5921,74702,74702,0.000997
5922,74716,74716,0.001995
5923,74730,74730,0.001962
5924,74744,74744,0.000998
5925,74758,74758,0.000998
5926,74772,74772,0.001033
5927,74786,74786,0.001992
5928,74800,74800,0.001994
5929,74814,74814,0.000997
5930,74828,74828,0.000966
5931,74842,74842,0.000997
5932,74856,74856,0.001995
5933,74870,74870,0.00203
5934,74884,74884,0.000994
5935,74898,74898,0.001
5936,74912,74912,0.001993
5937,74926,74926,0.001962
5938,74940,74940,0.001995
5939,74954,74954,0.000997
5940,74968,74968,0.001031
5941,74982,74982,0.001993
5942,74996,74996,0.002
5943,75010,75010,0.000993
5944,75024,75024,0.000964
5945,75038,75038,0.000997
5946,75052,75052,0.001994
5947,75066,75066,0.002027
5948,75080,75080,0.001997
5949,75094,75094,0.000996
5950,75108,75108,0.000997
5951,75122,75122,0.001962
5952,75136,75136,0.001995
5953,75150,75150,0.001995
5954,75164,75164,0.00103
5955,75178,75178,0.000998
5956,75192,75192,0.001995
5957,75206,75206,0.001963
5958,75220,75220,0.002026
5959,75234,75234,0.001995
5960,75248,75248,0.000997
5961,75262,75262,0.000997
5962,75276,75276,0.001995
5963,75290,75290,0.001961
5964,75304,75304,0.000997
5965,75318,75318,0.000998
5966,75332,75332,0.000998
5967,75346,75346,0.002026
5968,75360,75360,0.001995
5969,75374,75374,0.001
5970,75388,75388,0.000964
5971,75402,75402,0.000997
5972,75416,75416,0.001995
5973,75430,75430,0.002034
5974,75444,75444,0.000991
5975,75458,75458,0.001
5976,75472,75472,0.000997
5977,75486,75486,0.001962
5978,75500,75500,0.001995
5979,75514,75514,0.001995
5980,75528,75528,0.001029
5981,75542,75542,0.000997
5982,75556,75556,0.001999
5983,75570,75570,0.001958
5984,75584,75584,0.001995
5985,75598,75598,0.000998
5986,75612,75612,0.00103
5987,75626,75626,0.000997
5988,75640,75640,0.001998
5989,75654,75654,0.001959
5990,75668,75668,0.000997
5991,75682,75682,0.000998
5992,75696,75696,0.00103
5993,75710,75710,0.001994
5994,75724,75724,0.001994
5995,75738,75738,0.001995
5996,75752,75752,0.000965
5997,75766,75766,0.000998
5998,75780,75780,0.000998
5999,75794,75794,0.002027
